month	year	localidad	temperatura
2	2009	isla_san_lorenzo	15.8549852
3	2009	isla_san_lorenzo	16.4354668
4	2009	isla_san_lorenzo	23.0339298
5	2009	isla_san_lorenzo	24.8989239
6	2009	isla_san_lorenzo	29.6948299
7	2009	isla_san_lorenzo	29.7250023
8	2009	isla_san_lorenzo	29.195425
9	2009	isla_san_lorenzo	25.6286373
10	2009	isla_san_lorenzo	21.8815632
11	2009	isla_san_lorenzo	19.2501411
12	2009	isla_san_lorenzo	17.9054146
1	2010	isla_san_lorenzo	18.4160919
2	2010	isla_san_lorenzo	17.5586796
3	2010	isla_san_lorenzo	18.806181
4	2010	isla_san_lorenzo	20.1427574
5	2010	isla_san_lorenzo	24.3609314
6	2010	isla_san_lorenzo	27.9555759
7	2010	isla_san_lorenzo	30.0825443
8	2010	isla_san_lorenzo	29.0558853
9	2010	isla_san_lorenzo	25.3403301
10	2010	isla_san_lorenzo	19.7381401
11	2010	isla_san_lorenzo	17.1581688
12	2010	isla_san_lorenzo	15.6760235
1	2011	isla_san_lorenzo	14.6032467
2	2011	isla_san_lorenzo	15.7164326
3	2011	isla_san_lorenzo	16.868297599999998
4	2011	isla_san_lorenzo	19.6206779
5	2011	isla_san_lorenzo	27.0704575
6	2011	isla_san_lorenzo	28.7221394
7	2011	isla_san_lorenzo	28.3573208
8	2011	isla_san_lorenzo	29.5359058
9	2011	isla_san_lorenzo	25.348278
10	2011	isla_san_lorenzo	20.9636707
11	2011	isla_san_lorenzo	16.4831257
12	2011	isla_san_lorenzo	15.45541
1	2012	isla_san_lorenzo	15.2195129
2	2012	isla_san_lorenzo	15.2347775
3	2012	isla_san_lorenzo	16.4468613
4	2012	isla_san_lorenzo	21.0056667
5	2012	isla_san_lorenzo	27.0585766
6	2012	isla_san_lorenzo	28.7077198
7	2012	isla_san_lorenzo	30.2575912
8	2012	isla_san_lorenzo	29.4389248
9	2012	isla_san_lorenzo	26.3563404
10	2012	isla_san_lorenzo	22.4619617
11	2012	isla_san_lorenzo	18.8202801
12	2012	isla_san_lorenzo	15.8143396
1	2013	isla_san_lorenzo	16.0583706
2	2013	isla_san_lorenzo	15.8332243
3	2013	isla_san_lorenzo	18.5525875
4	2013	isla_san_lorenzo	20.6683044
5	2013	isla_san_lorenzo	26.3105927
6	2013	isla_san_lorenzo	28.8741703
7	2013	isla_san_lorenzo	29.0746632
8	2013	isla_san_lorenzo	28.4096603
9	2013	isla_san_lorenzo	25.1607037
10	2013	isla_san_lorenzo	21.667345
11	2013	isla_san_lorenzo	17.3779469
12	2013	isla_san_lorenzo	16.8160706
1	2014	isla_san_lorenzo	17.3012218
2	2014	isla_san_lorenzo	17.6678505
3	2014	isla_san_lorenzo	17.4291
4	2014	isla_san_lorenzo	20.6483631
5	2014	isla_san_lorenzo	28.5156879
6	2014	isla_san_lorenzo	28.6356735
7	2014	isla_san_lorenzo	29.9753132
8	2014	isla_san_lorenzo	29.650383
9	2014	isla_san_lorenzo	27.5006828
10	2014	isla_san_lorenzo	23.1290913
11	2014	isla_san_lorenzo	19.1989899
12	2014	isla_san_lorenzo	16.6879082
1	2015	isla_san_lorenzo	18.0404282
2	2015	isla_san_lorenzo	18.1657143
3	2015	isla_san_lorenzo	19.4743443
4	2015	isla_san_lorenzo	20.819622
5	2015	isla_san_lorenzo	26.5862732
6	2015	isla_san_lorenzo	29.540266
7	2015	isla_san_lorenzo	29.3092442
8	2015	isla_san_lorenzo	30.0820427
9	2015	isla_san_lorenzo	27.3173161
10	2015	isla_san_lorenzo	24.1082153
11	2015	isla_san_lorenzo	20.9906158
12	2015	isla_san_lorenzo	18.2866173
1	2016	isla_san_lorenzo	18.3301754
2	2016	isla_san_lorenzo	19.2595768
3	2016	isla_san_lorenzo	18.4200249
4	2016	isla_san_lorenzo	19.5098171
5	2016	isla_san_lorenzo	26.4969082
6	2016	isla_san_lorenzo	29.0852604
7	2016	isla_san_lorenzo	29.3937931
8	2016	isla_san_lorenzo	28.4643555
9	2016	isla_san_lorenzo	25.6822262
10	2016	isla_san_lorenzo	21.5793991
11	2016	isla_san_lorenzo	17.5541763
12	2016	isla_san_lorenzo	15.3776064
1	2017	isla_san_lorenzo	16.4446888
2	2017	isla_san_lorenzo	16.9359264
3	2017	isla_san_lorenzo	18.5350056
4	2017	isla_san_lorenzo	20.0157566
5	2017	isla_san_lorenzo	25.7741318
7	2002	san_francisquito	28.3785419
8	2002	san_francisquito	30.2267246
9	2002	san_francisquito	25.5642757
10	2002	san_francisquito	22.0468273
11	2002	san_francisquito	20.0081635
12	2002	san_francisquito	18.6195164
1	2003	san_francisquito	18.3429298
2	2003	san_francisquito	17.735485099999998
3	2003	san_francisquito	17.1990967
4	2003	san_francisquito	19.4487133
5	2003	san_francisquito	24.6942921
6	2003	san_francisquito	27.3461838
7	2003	san_francisquito	28.3662243
8	2003	san_francisquito	28.3773232
9	2003	san_francisquito	26.7161884
10	2003	san_francisquito	21.7648335
11	2003	san_francisquito	17.3155785
12	2003	san_francisquito	15.7287846
1	2004	san_francisquito	16.2541409
2	2004	san_francisquito	17.3844929
3	2004	san_francisquito	18.1334877
4	2004	san_francisquito	21.7656918
5	2004	san_francisquito	26.7412891
6	2004	san_francisquito	28.1625156
7	2004	san_francisquito	29.2007751
8	2004	san_francisquito	28.2465057
9	2004	san_francisquito	25.1260052
10	2004	san_francisquito	23.34939
11	2004	san_francisquito	17.9788494
12	2004	san_francisquito	16.7729034
1	2005	san_francisquito	16.8244152
2	2005	san_francisquito	17.3872337
3	2005	san_francisquito	16.8972626
4	2005	san_francisquito	20.6397171
5	2005	san_francisquito	25.8786678
6	2005	san_francisquito	28.5986443
7	2005	san_francisquito	29.1400051
8	2005	san_francisquito	29.1621666
9	2005	san_francisquito	25.8719921
10	2005	san_francisquito	20.9439774
11	2005	san_francisquito	16.9318981
12	2005	san_francisquito	15.812953
1	2006	san_francisquito	15.6330576
2	2006	san_francisquito	15.0841112
3	2006	san_francisquito	17.3616905
4	2006	san_francisquito	21.8638954
5	2006	san_francisquito	25.9459019
6	2006	san_francisquito	30.1616135
7	2006	san_francisquito	29.2248955
8	2006	san_francisquito	28.7155495
9	2006	san_francisquito	26.2163296
10	2006	san_francisquito	22.3705063
11	2006	san_francisquito	19.0885773
12	2006	san_francisquito	15.8188734
1	2007	san_francisquito	16.3516216
2	2007	san_francisquito	16.8274727
3	2007	san_francisquito	18.1673965
4	2007	san_francisquito	18.9177723
5	2007	san_francisquito	24.2943954
6	2007	san_francisquito	27.6935978
7	2007	san_francisquito	27.8521976
8	2007	san_francisquito	28.6232719
9	2007	san_francisquito	25.2548962
10	2007	san_francisquito	20.7501068
11	2007	san_francisquito	16.4714031
12	2007	san_francisquito	15.1227074
1	2008	san_francisquito	15.207551
2	2008	san_francisquito	15.4099255
3	2008	san_francisquito	17.2427979
4	2008	san_francisquito	19.2015991
5	2008	san_francisquito	24.2917938
6	2008	san_francisquito	28.2238064
7	2008	san_francisquito	28.8505173
8	2008	san_francisquito	28.7233486
9	2008	san_francisquito	25.7231674
10	2008	san_francisquito	22.2301426
11	2008	san_francisquito	18.1277657
12	2008	san_francisquito	15.8915234
1	2009	san_francisquito	15.6529741
2	2009	san_francisquito	15.7987413
3	2009	san_francisquito	16.2178078
4	2009	san_francisquito	22.5891361
5	2009	san_francisquito	24.7709503
6	2009	san_francisquito	29.1686592
7	2009	san_francisquito	29.1054249
8	2009	san_francisquito	28.7781544
9	2009	san_francisquito	25.3553219
10	2009	san_francisquito	22.1186829
11	2009	san_francisquito	19.2554703
12	2009	san_francisquito	17.7721062
1	2010	san_francisquito	18.5603256
2	2010	san_francisquito	17.9418316
3	2010	san_francisquito	18.7583408
4	2010	san_francisquito	20.3020687
5	2010	san_francisquito	23.9112244
6	2010	san_francisquito	27.1943474
7	2010	san_francisquito	29.319202400000002
8	2010	san_francisquito	28.369772
9	2010	san_francisquito	25.399622
10	2010	san_francisquito	20.2724533
11	2010	san_francisquito	17.1804657
12	2010	san_francisquito	15.669075
1	2011	san_francisquito	14.7073946
2	2011	san_francisquito	15.7529373
3	2011	san_francisquito	16.2691689
4	2011	san_francisquito	19.3359776
5	2011	san_francisquito	26.6295013
6	2011	san_francisquito	28.3450317
7	2011	san_francisquito	28.1881332
8	2011	san_francisquito	28.8167439
9	2011	san_francisquito	25.2488251
10	2011	san_francisquito	21.2218399
11	2011	san_francisquito	16.4662857
12	2011	san_francisquito	15.4988766
1	2012	san_francisquito	15.356185
2	2012	san_francisquito	15.4530306
3	2012	san_francisquito	16.4646015
4	2012	san_francisquito	19.6429558
5	2012	san_francisquito	26.52631
6	2012	san_francisquito	27.9896297
7	2012	san_francisquito	29.8454723
8	2012	san_francisquito	28.8328648
9	2012	san_francisquito	25.9662228
10	2012	san_francisquito	22.7258911
11	2012	san_francisquito	18.9033699
12	2012	san_francisquito	15.8302851
1	2013	san_francisquito	15.969677
2	2013	san_francisquito	15.7625771
3	2013	san_francisquito	18.8679428
4	2013	san_francisquito	19.8906441
5	2013	san_francisquito	25.8002586
6	2013	san_francisquito	28.6184425
7	2013	san_francisquito	28.1920567
8	2013	san_francisquito	28.2611389
9	2013	san_francisquito	25.2577019
10	2013	san_francisquito	21.6952534
11	2013	san_francisquito	17.5227623
12	2013	san_francisquito	16.7038345
1	2014	san_francisquito	17.2406006
2	2014	san_francisquito	17.745512
3	2014	san_francisquito	17.0777206
4	2014	san_francisquito	20.1962986
5	2014	san_francisquito	28.1340904
6	2014	san_francisquito	28.1286335
7	2014	san_francisquito	29.1314011
8	2014	san_francisquito	29.0202618
9	2014	san_francisquito	27.1778831
10	2014	san_francisquito	23.1265583
11	2014	san_francisquito	19.5311813
12	2014	san_francisquito	16.7670403
1	2015	san_francisquito	17.8363209
2	2015	san_francisquito	18.3248215
3	2015	san_francisquito	19.5855141
4	2015	san_francisquito	20.7418156
5	2015	san_francisquito	26.2000294
6	2015	san_francisquito	28.850172
7	2015	san_francisquito	28.6655216
8	2015	san_francisquito	29.84305
9	2015	san_francisquito	27.026804
10	2015	san_francisquito	23.9930744
11	2015	san_francisquito	20.8468361
12	2015	san_francisquito	18.3453522
1	2016	san_francisquito	18.2456512
2	2016	san_francisquito	19.1985111
3	2016	san_francisquito	18.3442116
4	2016	san_francisquito	18.9309597
5	2016	san_francisquito	26.2097912
6	2016	san_francisquito	28.3971405
7	2016	san_francisquito	28.6366577
8	2016	san_francisquito	28.029026000000002
9	2016	san_francisquito	25.5463066
10	2016	san_francisquito	21.8995743
11	2016	san_francisquito	17.6958179
12	2016	san_francisquito	15.4864111
1	2017	san_francisquito	16.1889877
2	2017	san_francisquito	16.9801006
3	2017	san_francisquito	18.5049915
4	2017	san_francisquito	19.3254166
5	2017	san_francisquito	24.7021351
7	2002	isla_san_pedro_martir	28.8257217
8	2002	isla_san_pedro_martir	30.9288464
9	2002	isla_san_pedro_martir	27.1952763
10	2002	isla_san_pedro_martir	23.2175884
11	2002	isla_san_pedro_martir	21.3247013
12	2002	isla_san_pedro_martir	18.8143425
1	2003	isla_san_pedro_martir	19.044643399999998
2	2003	isla_san_pedro_martir	18.6320629
3	2003	isla_san_pedro_martir	18.9057026
4	2003	isla_san_pedro_martir	22.6533108
5	2003	isla_san_pedro_martir	26.9887962
6	2003	isla_san_pedro_martir	28.6874027
7	2003	isla_san_pedro_martir	30.420805
8	2003	isla_san_pedro_martir	29.3614559
9	2003	isla_san_pedro_martir	27.7147827
10	2003	isla_san_pedro_martir	22.1327038
11	2003	isla_san_pedro_martir	17.3019047
12	2003	isla_san_pedro_martir	16.4828434
1	2004	isla_san_pedro_martir	16.5483055
2	2004	isla_san_pedro_martir	18.5024376
3	2004	isla_san_pedro_martir	20.612875
4	2004	isla_san_pedro_martir	23.4166431
5	2004	isla_san_pedro_martir	27.8175144
6	2004	isla_san_pedro_martir	29.736614200000002
7	2004	isla_san_pedro_martir	30.6866875
8	2004	isla_san_pedro_martir	29.867136
9	2004	isla_san_pedro_martir	27.553297
10	2004	isla_san_pedro_martir	23.6523647
11	2004	isla_san_pedro_martir	18.6854801
12	2004	isla_san_pedro_martir	17.533308
1	2005	isla_san_pedro_martir	18.0479488
2	2005	isla_san_pedro_martir	18.0093365
3	2005	isla_san_pedro_martir	18.7062969
4	2005	isla_san_pedro_martir	22.4913101
5	2005	isla_san_pedro_martir	26.6417809
6	2005	isla_san_pedro_martir	28.9310722
7	2005	isla_san_pedro_martir	30.2547436
8	2005	isla_san_pedro_martir	30.4078007
9	2005	isla_san_pedro_martir	26.5144997
10	2005	isla_san_pedro_martir	21.3307133
11	2005	isla_san_pedro_martir	17.2855034
12	2005	isla_san_pedro_martir	16.4213772
1	2006	isla_san_pedro_martir	16.5616665
2	2006	isla_san_pedro_martir	16.6860065
3	2006	isla_san_pedro_martir	18.7095184
4	2006	isla_san_pedro_martir	23.2489471
5	2006	isla_san_pedro_martir	27.2393856
6	2006	isla_san_pedro_martir	30.5065517
7	2006	isla_san_pedro_martir	30.8357983
8	2006	isla_san_pedro_martir	29.71595
9	2006	isla_san_pedro_martir	27.0624924
10	2006	isla_san_pedro_martir	23.4980049
11	2006	isla_san_pedro_martir	19.1805878
12	2006	isla_san_pedro_martir	16.5553608
1	2007	isla_san_pedro_martir	17.5248032
2	2007	isla_san_pedro_martir	17.9734077
3	2007	isla_san_pedro_martir	19.2372494
4	2007	isla_san_pedro_martir	23.2200775
5	2007	isla_san_pedro_martir	26.4281387
6	2007	isla_san_pedro_martir	28.5186424
7	2007	isla_san_pedro_martir	29.5116291
8	2007	isla_san_pedro_martir	29.7116318
9	2007	isla_san_pedro_martir	25.0066147
10	2007	isla_san_pedro_martir	22.1643238
11	2007	isla_san_pedro_martir	16.8871441
12	2007	isla_san_pedro_martir	15.3900442
1	2008	isla_san_pedro_martir	15.870183
2	2008	isla_san_pedro_martir	16.4959106
3	2008	isla_san_pedro_martir	19.0529537
4	2008	isla_san_pedro_martir	21.7945671
5	2008	isla_san_pedro_martir	26.1292915
6	2008	isla_san_pedro_martir	29.1021118
7	2008	isla_san_pedro_martir	30.027359
8	2008	isla_san_pedro_martir	29.9983959
9	2008	isla_san_pedro_martir	26.8839569
10	2008	isla_san_pedro_martir	22.7256832
11	2008	isla_san_pedro_martir	18.6296425
12	2008	isla_san_pedro_martir	16.446703
1	2009	isla_san_pedro_martir	16.5056915
2	2009	isla_san_pedro_martir	17.6144638
3	2009	isla_san_pedro_martir	18.2263851
4	2009	isla_san_pedro_martir	24.1891556
5	2009	isla_san_pedro_martir	26.6854897
6	2009	isla_san_pedro_martir	30.0695705
7	2009	isla_san_pedro_martir	30.922369
8	2009	isla_san_pedro_martir	30.0938816
9	2009	isla_san_pedro_martir	26.8637962
10	2009	isla_san_pedro_martir	23.3746605
11	2009	isla_san_pedro_martir	20.269619
12	2009	isla_san_pedro_martir	18.6502781
1	2010	isla_san_pedro_martir	19.4957142
2	2010	isla_san_pedro_martir	18.6854286
3	2010	isla_san_pedro_martir	20.183321
4	2010	isla_san_pedro_martir	21.8328896
5	2010	isla_san_pedro_martir	26.3775978
6	2010	isla_san_pedro_martir	28.9138641
7	2010	isla_san_pedro_martir	30.637867
8	2010	isla_san_pedro_martir	30.5821247
9	2010	isla_san_pedro_martir	26.3771896
10	2010	isla_san_pedro_martir	20.3137836
11	2010	isla_san_pedro_martir	17.8473701
12	2010	isla_san_pedro_martir	16.2269707
1	2011	isla_san_pedro_martir	15.3910208
2	2011	isla_san_pedro_martir	17.2558746
3	2011	isla_san_pedro_martir	19.3767452
4	2011	isla_san_pedro_martir	21.0421009
5	2011	isla_san_pedro_martir	27.3353271
6	2011	isla_san_pedro_martir	29.6030445
7	2011	isla_san_pedro_martir	30.5829315
8	2011	isla_san_pedro_martir	30.7753105
9	2011	isla_san_pedro_martir	27.0657082
10	2011	isla_san_pedro_martir	20.6126671
11	2011	isla_san_pedro_martir	17.2867813
12	2011	isla_san_pedro_martir	16.0486469
1	2012	isla_san_pedro_martir	16.3216324
2	2012	isla_san_pedro_martir	16.3759308
3	2012	isla_san_pedro_martir	18.3712425
4	2012	isla_san_pedro_martir	23.7478313
5	2012	isla_san_pedro_martir	27.3120289
6	2012	isla_san_pedro_martir	29.2843952
7	2012	isla_san_pedro_martir	30.8229256
8	2012	isla_san_pedro_martir	29.9673061
9	2012	isla_san_pedro_martir	27.7069283
10	2012	isla_san_pedro_martir	23.0636578
11	2012	isla_san_pedro_martir	19.7648144
12	2012	isla_san_pedro_martir	16.367281
1	2013	isla_san_pedro_martir	16.6928749
2	2013	isla_san_pedro_martir	17.1285477
3	2013	isla_san_pedro_martir	20.1478157
4	2013	isla_san_pedro_martir	22.9982719
5	2013	isla_san_pedro_martir	27.1269226
6	2013	isla_san_pedro_martir	29.0944099
7	2013	isla_san_pedro_martir	30.3917332
8	2013	isla_san_pedro_martir	30.0203114
9	2013	isla_san_pedro_martir	25.6468887
10	2013	isla_san_pedro_martir	23.3402824
11	2013	isla_san_pedro_martir	18.0921326
12	2013	isla_san_pedro_martir	17.6453743
1	2014	isla_san_pedro_martir	18.7567005
2	2014	isla_san_pedro_martir	19.3193436
3	2014	isla_san_pedro_martir	19.9667683
4	2014	isla_san_pedro_martir	22.8233166
5	2014	isla_san_pedro_martir	28.5185814
6	2014	isla_san_pedro_martir	29.7500992
7	2014	isla_san_pedro_martir	30.2415199
8	2014	isla_san_pedro_martir	30.3514175
9	2014	isla_san_pedro_martir	28.2324772
10	2014	isla_san_pedro_martir	23.9636879
11	2014	isla_san_pedro_martir	20.1592903
12	2014	isla_san_pedro_martir	17.3713226
1	2015	isla_san_pedro_martir	19.2358131
2	2015	isla_san_pedro_martir	20.2501202
3	2015	isla_san_pedro_martir	21.5150757
4	2015	isla_san_pedro_martir	22.3791504
5	2015	isla_san_pedro_martir	27.0175762
6	2015	isla_san_pedro_martir	30.2721577
7	2015	isla_san_pedro_martir	30.6989956
8	2015	isla_san_pedro_martir	30.9088955
9	2015	isla_san_pedro_martir	28.3459835
10	2015	isla_san_pedro_martir	24.6070366
11	2015	isla_san_pedro_martir	22.1758175
12	2015	isla_san_pedro_martir	19.267643
1	2016	isla_san_pedro_martir	18.8090134
2	2016	isla_san_pedro_martir	20.1696033
3	2016	isla_san_pedro_martir	20.4793262
4	2016	isla_san_pedro_martir	22.0412407
5	2016	isla_san_pedro_martir	26.7479267
6	2016	isla_san_pedro_martir	29.3130932
7	2016	isla_san_pedro_martir	29.841053
8	2016	isla_san_pedro_martir	29.2011642
9	2016	isla_san_pedro_martir	27.4830723
10	2016	isla_san_pedro_martir	23.1234112
11	2016	isla_san_pedro_martir	18.3954506
12	2016	isla_san_pedro_martir	16.4978218
1	2017	isla_san_pedro_martir	17.680254
2	2017	isla_san_pedro_martir	18.6431332
3	2017	isla_san_pedro_martir	20.1282043
4	2017	isla_san_pedro_martir	22.4046822
5	2017	isla_san_pedro_martir	26.8465595
7	2002	isla_san_pedro_nolasco	28.9286842
8	2002	isla_san_pedro_nolasco	30.9851398
9	2002	isla_san_pedro_nolasco	27.7432461
10	2002	isla_san_pedro_nolasco	24.3398418
11	2002	isla_san_pedro_nolasco	21.9765949
12	2002	isla_san_pedro_nolasco	19.3353748
1	2003	isla_san_pedro_nolasco	19.7831078
2	2003	isla_san_pedro_nolasco	18.9767323
3	2003	isla_san_pedro_nolasco	19.6854725
4	2003	isla_san_pedro_nolasco	23.4311199
5	2003	isla_san_pedro_nolasco	27.7680721
6	2003	isla_san_pedro_nolasco	28.7893257
7	2003	isla_san_pedro_nolasco	30.488266
8	2003	isla_san_pedro_nolasco	29.8519211
9	2003	isla_san_pedro_nolasco	28.2635612
10	2003	isla_san_pedro_nolasco	22.0003967
11	2003	isla_san_pedro_nolasco	18.5152969
12	2003	isla_san_pedro_nolasco	17.2634335
1	2004	isla_san_pedro_nolasco	17.0792847
2	2004	isla_san_pedro_nolasco	19.278923
3	2004	isla_san_pedro_nolasco	21.3556271
4	2004	isla_san_pedro_nolasco	24.7076321
5	2004	isla_san_pedro_nolasco	27.994772
6	2004	isla_san_pedro_nolasco	29.8093834
7	2004	isla_san_pedro_nolasco	30.9202614
8	2004	isla_san_pedro_nolasco	29.8516884
9	2004	isla_san_pedro_nolasco	28.4168224
10	2004	isla_san_pedro_nolasco	23.4903431
11	2004	isla_san_pedro_nolasco	19.2905712
12	2004	isla_san_pedro_nolasco	18.6502552
1	2005	isla_san_pedro_nolasco	18.7750912
2	2005	isla_san_pedro_nolasco	18.3827782
3	2005	isla_san_pedro_nolasco	19.49333
4	2005	isla_san_pedro_nolasco	22.6629219
5	2005	isla_san_pedro_nolasco	26.7107506
6	2005	isla_san_pedro_nolasco	28.8432121
7	2005	isla_san_pedro_nolasco	30.5107861
8	2005	isla_san_pedro_nolasco	30.5390396
9	2005	isla_san_pedro_nolasco	26.8389454
10	2005	isla_san_pedro_nolasco	21.4767284
11	2005	isla_san_pedro_nolasco	17.2447586
12	2005	isla_san_pedro_nolasco	17.1783638
1	2006	isla_san_pedro_nolasco	17.1375027
2	2006	isla_san_pedro_nolasco	17.5574245
3	2006	isla_san_pedro_nolasco	19.526701
4	2006	isla_san_pedro_nolasco	24.6049042
5	2006	isla_san_pedro_nolasco	28.1492233
6	2006	isla_san_pedro_nolasco	30.8715153
7	2006	isla_san_pedro_nolasco	30.8106728
8	2006	isla_san_pedro_nolasco	30.0615635
9	2006	isla_san_pedro_nolasco	28.1602535
10	2006	isla_san_pedro_nolasco	24.4304066
11	2006	isla_san_pedro_nolasco	20.5006409
12	2006	isla_san_pedro_nolasco	17.6450005
1	2007	isla_san_pedro_nolasco	18.0260181
2	2007	isla_san_pedro_nolasco	18.6436005
3	2007	isla_san_pedro_nolasco	20.4384537
4	2007	isla_san_pedro_nolasco	24.1906471
5	2007	isla_san_pedro_nolasco	26.7159271
6	2007	isla_san_pedro_nolasco	29.2686672
7	2007	isla_san_pedro_nolasco	29.7500458
8	2007	isla_san_pedro_nolasco	29.6924667
9	2007	isla_san_pedro_nolasco	25.4903679
10	2007	isla_san_pedro_nolasco	23.6264248
11	2007	isla_san_pedro_nolasco	16.6041718
12	2007	isla_san_pedro_nolasco	16.1096439
1	2008	isla_san_pedro_nolasco	15.8427963
2	2008	isla_san_pedro_nolasco	16.8639088
3	2008	isla_san_pedro_nolasco	19.5462093
4	2008	isla_san_pedro_nolasco	23.1949196
5	2008	isla_san_pedro_nolasco	26.5022697
6	2008	isla_san_pedro_nolasco	29.1205635
7	2008	isla_san_pedro_nolasco	30.0741634
8	2008	isla_san_pedro_nolasco	30.2776718
9	2008	isla_san_pedro_nolasco	27.9563923
10	2008	isla_san_pedro_nolasco	23.8200092
11	2008	isla_san_pedro_nolasco	19.767664
12	2008	isla_san_pedro_nolasco	17.4748306
1	2009	isla_san_pedro_nolasco	17.4074039
2	2009	isla_san_pedro_nolasco	18.5661736
3	2009	isla_san_pedro_nolasco	19.7328796
4	2009	isla_san_pedro_nolasco	25.2697086
5	2009	isla_san_pedro_nolasco	27.5039959
6	2009	isla_san_pedro_nolasco	29.9833164
7	2009	isla_san_pedro_nolasco	31.1021729
8	2009	isla_san_pedro_nolasco	30.3110561
9	2009	isla_san_pedro_nolasco	28.0479183
10	2009	isla_san_pedro_nolasco	24.132494
11	2009	isla_san_pedro_nolasco	21.1571293
12	2009	isla_san_pedro_nolasco	19.779707
1	2010	isla_san_pedro_nolasco	20.1416664
2	2010	isla_san_pedro_nolasco	18.8198986
3	2010	isla_san_pedro_nolasco	20.659008
4	2010	isla_san_pedro_nolasco	22.9628735
5	2010	isla_san_pedro_nolasco	27.2303905
6	2010	isla_san_pedro_nolasco	28.9492626
7	2010	isla_san_pedro_nolasco	30.347126
8	2010	isla_san_pedro_nolasco	30.4287224
9	2010	isla_san_pedro_nolasco	27.6906376
10	2010	isla_san_pedro_nolasco	21.8014832
11	2010	isla_san_pedro_nolasco	18.820652
12	2010	isla_san_pedro_nolasco	17.0472507
1	2011	isla_san_pedro_nolasco	15.9644356
2	2011	isla_san_pedro_nolasco	18.1608372
3	2011	isla_san_pedro_nolasco	20.9430504
4	2011	isla_san_pedro_nolasco	22.3234177
5	2011	isla_san_pedro_nolasco	27.5772743
6	2011	isla_san_pedro_nolasco	29.7283726
7	2011	isla_san_pedro_nolasco	30.5776863
8	2011	isla_san_pedro_nolasco	31.0900135
9	2011	isla_san_pedro_nolasco	28.2259426
10	2011	isla_san_pedro_nolasco	21.1558437
11	2011	isla_san_pedro_nolasco	17.6009235
12	2011	isla_san_pedro_nolasco	16.4851341
1	2012	isla_san_pedro_nolasco	17.2968311
2	2012	isla_san_pedro_nolasco	17.3494015
3	2012	isla_san_pedro_nolasco	19.4504013
4	2012	isla_san_pedro_nolasco	24.6940403
5	2012	isla_san_pedro_nolasco	27.4798393
6	2012	isla_san_pedro_nolasco	28.8501549
7	2012	isla_san_pedro_nolasco	30.8877277
8	2012	isla_san_pedro_nolasco	30.7214432
9	2012	isla_san_pedro_nolasco	28.4579811
10	2012	isla_san_pedro_nolasco	23.3554039
11	2012	isla_san_pedro_nolasco	20.9699268
12	2012	isla_san_pedro_nolasco	17.5853901
1	2013	isla_san_pedro_nolasco	16.9375687
2	2013	isla_san_pedro_nolasco	18.0487461
3	2013	isla_san_pedro_nolasco	21.0355511
4	2013	isla_san_pedro_nolasco	23.9162712
5	2013	isla_san_pedro_nolasco	27.1439648
6	2013	isla_san_pedro_nolasco	28.9208565
7	2013	isla_san_pedro_nolasco	30.4285507
8	2013	isla_san_pedro_nolasco	30.2625122
9	2013	isla_san_pedro_nolasco	27.4707603
10	2013	isla_san_pedro_nolasco	24.3773403
11	2013	isla_san_pedro_nolasco	18.9344463
12	2013	isla_san_pedro_nolasco	18.5508747
1	2014	isla_san_pedro_nolasco	19.3240376
2	2014	isla_san_pedro_nolasco	20.5796776
3	2014	isla_san_pedro_nolasco	21.5738964
4	2014	isla_san_pedro_nolasco	23.9450455
5	2014	isla_san_pedro_nolasco	29.2165108
6	2014	isla_san_pedro_nolasco	30.6359138
7	2014	isla_san_pedro_nolasco	31.3144798
8	2014	isla_san_pedro_nolasco	30.4501286
9	2014	isla_san_pedro_nolasco	28.2976246
10	2014	isla_san_pedro_nolasco	24.9620304
11	2014	isla_san_pedro_nolasco	20.992197
12	2014	isla_san_pedro_nolasco	18.3214722
1	2015	isla_san_pedro_nolasco	19.914854
2	2015	isla_san_pedro_nolasco	20.9367123
3	2015	isla_san_pedro_nolasco	22.5727081
4	2015	isla_san_pedro_nolasco	23.7635307
5	2015	isla_san_pedro_nolasco	27.3698463
6	2015	isla_san_pedro_nolasco	30.2218838
7	2015	isla_san_pedro_nolasco	31.3645859
8	2015	isla_san_pedro_nolasco	31.0806675
9	2015	isla_san_pedro_nolasco	28.6934147
10	2015	isla_san_pedro_nolasco	25.2372437
11	2015	isla_san_pedro_nolasco	22.7702389
12	2015	isla_san_pedro_nolasco	20.1664181
1	2016	isla_san_pedro_nolasco	19.5134335
2	2016	isla_san_pedro_nolasco	21.156374
3	2016	isla_san_pedro_nolasco	21.9085293
4	2016	isla_san_pedro_nolasco	23.6790142
5	2016	isla_san_pedro_nolasco	27.201664
6	2016	isla_san_pedro_nolasco	29.6656322
7	2016	isla_san_pedro_nolasco	30.7853966
8	2016	isla_san_pedro_nolasco	29.797514
9	2016	isla_san_pedro_nolasco	27.8107376
10	2016	isla_san_pedro_nolasco	23.831728
11	2016	isla_san_pedro_nolasco	19.1407471
12	2016	isla_san_pedro_nolasco	17.626606
1	2017	isla_san_pedro_nolasco	18.4107037
2	2017	isla_san_pedro_nolasco	19.6078014
3	2017	isla_san_pedro_nolasco	21.4221916
4	2017	isla_san_pedro_nolasco	23.9521599
5	2017	isla_san_pedro_nolasco	27.3530312
7	2002	isla_tortuga	28.420927
